Rat Gene Symbol	Human Gene Symbol
Asf1b	ASF1B
Asgr1	ASGR1
Asgr2	ASGR2
Ash1l	ASH1L
Ash2l	ASH2L
Asic1	ASIC1
Asic2	ASIC2
Asic3	ASIC3
Asic4	ASIC4
Asic5	ASIC5
Asip	ASIP
Asl	ASL
Asmt	ASMT
Asmtl	ASMTL
Asns	ASNS
Asnsd1	ASNSD1
Aspa	ASPA
Aspdh	ASPDH
Aspg	ASPG
Asph	ASPH
Asphd1	ASPHD1
Asphd2	ASPHD2
Aspm	ASPM
Aspn	ASPN
Aspnl1	ASPN
Asprv1	ASPRV1
Aspscr1	ASPSCR1
Asrgl1	ASRGL1
Ass1	ASS1
Aste1	ASTE1
Astl	ASTL
Astn1	ASTN1
Astn2	ASTN2
Asxl1	ASXL1
Asxl2	ASXL2
Asz1	ASZ1
Atad1	ATAD1
Atad2	ATAD2
Atad2b	ATAD2B
Atad3a	ATAD3A
Atad5	ATAD5
Atat1	ATAT1
Atcay	ATCAY
Ate1	ATE1
Ate1	ATE1
Atf1	ATF1
Atf2	ATF2
Atf3	ATF3
Atf4	ATF4
Atf5	ATF5
Atf6	ATF6
Atf6b	ATF6B
Atf7	ATF7
Atf7ip	ATF7IP
Atf7ip2	ATF7IP2
Atg10	ATG10
Atg101	ATG101
Atg12	ATG12
Atg13	ATG13
Atg14	ATG14
Atg16l1	ATG16L1
Atg16l2	ATG16L2
Atg2a	ATG2A
Atg3	ATG3
Atg4a	ATG4A
Atg4b	ATG4B
Atg4c	ATG4C
Atg4d	ATG4D
Atg5	ATG5
Atg7	ATG7
Atg9a	ATG9A
Atg9b	ATG9B
Atic	ATIC
Atl1	ATL1
Atl2	ATL2
Atl3	ATL3
Atm	ATM
Atmin	ATMIN
Atn1	ATN1
Atoh1	ATOH1
Atoh7	ATOH7
Atoh8	ATOH8
Atox1	ATOX1
Atp10a	ATP10A
Atp10b	ATP10B
Atp10d	ATP10D
Atp11a	ATP11A
Atp11b	ATP11B
Atp11c	ATP11C
Atp12a	ATP12A
Atp13a1	ATP13A1
Atp13a2	ATP13A2
Atp13a3	ATP13A3
Atp13a4	ATP13A4
Atp13a5	ATP13A5
Atp1a1	ATP1A1
Atp1a2	ATP1A2
Atp1a3	ATP1A3
Atp1a4	ATP1A4
Atp1b1	ATP1B1
Atp1b2	ATP1B2
Atp1b3	ATP1B3
Atp1b4	ATP1B4
Atp23	ATP23
Atp2a1	ATP2A1
Atp2a2	ATP2A2
Atp2a3	ATP2A3
Atp2b1	ATP2B1
Atp2b2	ATP2B2
Atp2b3	ATP2B3
Atp2b4	ATP2B4
Atp2c1	ATP2C1
Atp2c2	ATP2C2
Atp4a	ATP4A
Atp4b	ATP4B
Atp5f1a	ATP5F1A
Atp5f1b	ATP5F1B
Atp5f1c	ATP5F1C
Atp5f1d	ATP5F1D
Atp5f1e	ATP5F1E
Atp5if1	ATP5IF1
Atp5mc1	ATP5MC1
Atp5mc2	ATP5MC2
Atp5mc3	ATP5MC3
Atp5me	ATP5ME
Atp5mf	ATP5MF
Atp5mg	ATP5MG
Atp5mj	ATP5MJ
Atp5mk	ATP5MK
Atp5pb	ATP5PB
Atp5pd	ATP5PD
Atp5pf	ATP5PF
Atp5po	ATP5PO
Atp6ap1	ATP6AP1
Atp6ap1l	ATP6AP1L
Atp6ap2	ATP6AP2
Atp6v0a1	ATP6V0A1
Atp6v0a2	ATP6V0A2
Atp6v0a4	ATP6V0A4
Atp6v0b	ATP6V0B
Atp6v0c	ATP6V0C
Atp6v0d1	ATP6V0D1
Atp6v0d2	ATP6V0D2
Atp6v0e1	ATP6V0E1
Atp6v0e2	ATP6V0E2
Atp6v1a	ATP6V1A
Atp6v1b1	ATP6V1B1
Atp6v1b2	ATP6V1B2
Atp6v1c1	ATP6V1C1
Atp6v1c2	ATP6V1C2
Atp6v1d	ATP6V1D
Atp6v1e1	ATP6V1E1
Atp6v1e2	ATP6V1E2
Atp6v1f	ATP6V1F
Atp6v1fnb	ATP6V1FNB
Atp6v1g1	ATP6V1G1
Atp6v1g2	ATP6V1G2
Atp6v1g3	ATP6V1G3
Atp6v1h	ATP6V1H
Atp7a	ATP7A
Atp7b	ATP7B
Atp8a1	ATP8A1
Atp8a2	ATP8A2
Atp8b1	ATP8B1
Atp8b2	ATP8B2
Atp8b3	ATP8B3
Atp8b4	ATP8B4
Atp8b5p	NA
Atp9a	ATP9A
Atp9b	ATP9B
Atpaf1	ATPAF1
Atpaf2	ATPAF2
Atpsckmt	ATPSCKMT
Atr	ATR
Atraid	ATRAID
Atrip	ATRIP
Atrn	ATRN
Atrnl1	ATRNL1
Atrx	ATRX
Atxn1	ATXN1
Atxn10	ATXN10
Atxn1l	ATXN1L
Atxn2	ATXN2
Atxn2l	ATXN2L
Atxn3	ATXN3
Atxn7	ATXN7
Atxn7l1	ATXN7L1
Atxn7l2	ATXN7L2
Atxn7l3	ATXN7L3
Atxn7l3b	ATXN7L3B
Auh	AUH
Aunip	AUNIP
Aup1	AUP1
Aurka	AURKA
Aurkaip1	AURKAIP1
Aurkb	AURKB
Aurkc	AURKC
Auts2	AUTS2
Auts2l	NA
Auts2l1	AUTS2
Aven	AVEN
Avgr1	NA
Avil	AVIL
Avl9	AVL9
Avp	AVP
Avpi1	AVPI1
Avpr1a	AVPR1A
Avpr1b	AVPR1B
Avpr2	AVPR2
Awat1	AWAT1
Awat2	AWAT2
Axdnd1	AXDND1
Axin1	AXIN1
Axin2	AXIN2
Axl	AXL
Azgp1	AZGP1
Azi2	AZI2
Azin1	AZIN1
Azin2	AZIN2
B2m	B2M
B3galnt1	B3GALNT1
B3galnt2	B3GALNT2
B3galt1	B3GALT1
B3galt2	B3GALT2
B3galt4	B3GALT4
B3galt5	B3GALT5
B3galt6	B3GALT6
B3galt9	B3GALT9
B3gat1	B3GAT1
B3gat2	B3GAT2
B3gat3	B3GAT3
B3glct	B3GLCT
B3gnt2	B3GNT2
B3gnt3	B3GNT3
B3gnt4	B3GNT4
B3gnt5	B3GNT5
B3gnt6	B3GNT6
B3gnt7	B3GNT7
B3gnt8	B3GNT8
B3gnt9	B3GNT9
B3gntl1	B3GNTL1
B4galnt1	B4GALNT1
B4galnt2	B4GALNT2
B4galnt3	B4GALNT3
B4galnt4	B4GALNT4
B4galt1	B4GALT1
B4galt2	B4GALT2
B4galt3	B4GALT3
B4galt4	B4GALT4
B4galt5	B4GALT5
B4galt6	B4GALT6
B4galt7	B4GALT7
B4gat1	B4GAT1
B9d1	B9D1
B9d2	B9D2
Baalc	BAALC
Baat	BAAT
Babam1	BABAM1
Babam2	BABAM2
Bace1	BACE1
Bace2	BACE2
Bach1	BACH1
Bach2	BACH2
Bad	BAD
Bag1	BAG1
Bag2	BAG2
Bag3	BAG3
Bag4	BAG4
Bag5	BAG5
Bag5l1	BAG5
Bag6	BAG6
Bahcc1	BAHCC1
Bahd1	BAHD1
Baiap2	BAIAP2
Baiap2l1	BAIAP2L1
Baiap2l2	BAIAP2L2
Baiap3	BAIAP3
Bak1	BAK1
Bambi	BAMBI
Banf1	BANF1
Banf2	BANF2
Bank1	BANK1
Banp	BANP
Bap1	BAP1
Bard1	BARD1
Barhl1	BARHL1
Barhl2	BARHL2
Barx1	BARX1
Barx2	BARX2
Basp1	BASP1
Batf	BATF
Batf2	BATF2
Batf3	BATF3
Bax	BAX
Baz1a	BAZ1A
Baz1b	BAZ1B
Baz2a	BAZ2A
Baz2b	BAZ2B
Bbc3	BBC3
Bbc3	BBC3
Bbip1	BBIP1
Bbof1	BBOF1
Bbox1	BBOX1
Bbs1	BBS1
Bbs10	BBS10
Bbs12	BBS12
Bbs2	BBS2
Bbs4	BBS4
Bbs5	BBS5
Bbs7	BBS7
Bbs9	BBS9
Bbx	BBX
Bcam	BCAM
Bcan	BCAN
Bcap29	BCAP29
Bcap31	BCAP31
Bcar1	BCAR1
Bcar3	BCAR3
Bcas1	BCAS1
Bcas2	BCAS2
Bcas3	BCAS3
Bcat1	BCAT1
Bcat2	BCAT2
Bccip	BCCIP
Bcdin3d	BCDIN3D
Bche	BCHE
Bckdha	BCKDHA
Bckdhb	BCKDHB
Bckdk	BCKDK
Bcl10	BCL10
Bcl11a	BCL11A
Bcl11b	BCL11B
Bcl2	BCL2
Bcl2a1	BCL2A1
Bcl2l1	BCL2L1
Bcl2l10	BCL2L10
Bcl2l11	BCL2L11
Bcl2l12	BCL2L12
Bcl2l13	BCL2L13
Bcl2l14	BCL2L14
Bcl2l15	BCL2L15
Bcl2l2	BCL2L2
Bcl3	BCL3
Bcl6	BCL6
Bcl6b	BCL6B
Bcl7a	BCL7A
Bcl7b	BCL7B
Bcl7c	BCL7C
Bcl9	BCL9
Bcl9l	BCL9L
Bclaf1	BCLAF1
Bclaf3	BCLAF3
Bco1	BCO1
Bco2	BCO2
Bcor	BCOR
Bcorl1	BCORL1
Bcr	BCR
Bcs1l	BCS1L
Bdh1	BDH1
Bdh2	BDH2
Bdkrb1	BDKRB1
Bdkrb2	BDKRB2
Bdnf	BDNF
Bdp1	BDP1
Bean1	BEAN1
Becn1	BECN1
Becn2	BECN2
Begain	BEGAIN
Bend2	BEND2
Bend3	BEND3
Bend4	BEND4
Bend4	BEND4
Bend5	BEND5
Bend6	BEND6
Bend7	BEND7
Best1	BEST1
Best2	BEST2
Best3	BEST3
Best4	BEST4
Bet1	BET1
Bet1l	BET1L
Bex1	BEX1
Bex2	BEX2
Bex3	BEX3
Bex4	BEX4
Bfar	BFAR
Bfar	BFAR
Bfsp1	BFSP1
Bfsp2	BFSP2
Bglap	BGLAP
Bgn	BGN
Bhlha15	BHLHA15
Bhlha9	BHLHA9
Bhlhb9	BHLHB9
Bhlhe22	BHLHE22
Bhlhe23	BHLHE23
Bhlhe40	BHLHE40
Bhlhe41	BHLHE41
Bhmt	BHMT
Bhmt2	BHMT2
Bicc1	BICC1
Bicd1	BICD1
Bicd2	BICD2
Bicdl1	BICDL1
Bicdl2	BICDL2
Bicra	BICRA
Bicral	BICRAL
Bid	BID
Bik	BIK
Bin1	BIN1
Bin2	BIN2
Bin2a	GLB1L2
Bin3	BIN3
Birc2	BIRC2
Birc3	BIRC3
Birc5	BIRC5
Birc6	BIRC6
Birc7	BIRC7
Bivm	BIVM
Blcap	BLCAP
Bles03	C11orf68
Blk	BLK
Blm	BLM
Blmh	BLMH
Blnk	BLNK
Bloc1s1	BLOC1S1
Bloc1s2	BLOC1S2
Bloc1s3	BLOC1S3
Bloc1s4	BLOC1S4
Bloc1s5	BLOC1S5
Bloc1s6	BLOC1S6
Blvra	BLVRA
Blvrb	BLVRB
Blzf1	BLZF1
Bmerb1	BMERB1
Bmf	BMF
Bmi1	BMI1
Bmp1	BMP1
Bmp10	BMP10
Bmp15	BMP15
Bmp2	BMP2
Bmp2k	BMP2K
Bmp3	BMP3
Bmp4	BMP4
Bmp5	BMP5
Bmp6	BMP6
Bmp7	BMP7
Bmp8a	BMP8A
Bmp8b	BMP8A
Bmper	BMPER
Bmpr1a	BMPR1A
Bmpr1b	BMPR1B
Bmpr2	BMPR2
Bms1	BMS1
Bmt2	BMT2
Bmx	BMX
Bmyc	MYC
Bnc1	BNC1
Bnc1	BNC1
Bnc2	BNC2
Bnip1	BNIP1
Bnip2	BNIP2
Bnip3	BNIP3
Bnip3l	BNIP3L
Bnip5	BNIP5
Bnipl	BNIPL
Boc	BOC
Bod1	BOD1
Bod1l1	BOD1L1
Bok	BOK
Bola1	BOLA1
Bola2	BOLA2
Bola3	BOLA3
Boll	BOLL
Bop1	BOP1
Bora	BORA
Borcs5	BORCS5
Borcs6	BORCS6
Borcs7	BORCS7
Borcs8	BORCS8
Bpgm	BPGM
Bphl	BPHL
Bpi	BPI
Bpifa1	BPIFA1
Bpifa2	BPIFA2
Bpifa2f	BPIFA2
Bpifa3	BPIFA3
Bpifa5	BPIFA4P
Bpifa6	NA
Bpifb1	BPIFB1
Bpifb2	BPIFB2
Bpifb3	BPIFB3
Bpifb4	BPIFB4
Bpifb5	NA
Bpifb6	BPIFB6
Bpifc	BPIFC
Bpnt1	BPNT1
Bpnt2	BPNT2
Bptf	BPTF
Braf	BRAF
Brap	BRAP
Brat1	BRAT1
Brca1	BRCA1
Brca2	BRCA2
Brcc3	BRCC3
Brd1	BRD1
Brd2	BRD2
Brd3	BRD3
Brd4	BRD4
Brd7	BRD7
Brd8	BRD8
Brd9	BRD9
Brdt	BRDT
Brf1	BRF1
Brf2	BRF2
Bri3	BRI3
Bri3bp	BRI3BP
Bricd5	BRICD5
Brinp1	BRINP1
Brinp2	BRINP2
Brinp3	BRINP3
Brip1	BRIP1
Brix1	BRIX1
Brk1	BRK1
Brme1	BRME1
Brms1	BRMS1
Brms1l	BRMS1L
Brms1l	BRMS1L
Brox	BROX
Brpf1	BRPF1
Brpf3	BRPF3
Brs3	BRS3
Brsk1	BRSK1
Brsk2	BRSK2
Brwd1	BRWD1
Brwd3	BRWD3
Bscl2	BSCL2
Bsdc1	BSDC1
Bsg	BSG
Bsn	BSN
Bsnd	BSND
Bsph1	BSPH1
Bsph2	BSPH1
Bspry	BSPRY
Bst1	BST1
Bst2	BST2
Bsx	BSX
Btaf1	BTAF1
Btbd1	BTBD1
Btbd10	BTBD10
Btbd11	BTBD11
Btbd16	BTBD16
Btbd17	BTBD17
Btbd18	BTBD18
Btbd19	BTBD19
Btbd2	BTBD2
Btbd3	BTBD3
Btbd6	BTBD6
Btbd7	BTBD7
Btbd8	BTBD8
Btbd9	BTBD9
Btc	BTC
Btd	BTD
Btf3	BTF3
Btf3l4	BTF3L4
Btg1	BTG1
Btg2	BTG2
Btg3	BTG3
Btg4	BTG4
Btk	BTK
Btla	BTLA
Btn1a1	BTN1A1
Btn2a2	BTN2A2
Btn3a2	NA
Btnl10	BTNL10
Btnl2	BTNL2
Btnl3	NA
Btnl5	NA
Btnl7	NA
Btnl8	NA
Btnl9	BTNL9
Btrc	BTRC
Bub1	BUB1
Bub1b	BUB1B
Bub3	BUB3
Bud13	BUD13
Bud23	BUD23
Bud31	BUD31
Bves	BVES
Bysl	BYSL
Bzw1	BZW1
Bzw2	BZW2
C10H10orf95	NA
C10H17orf102	C17orf102
C10H5orf58	C5orf58
C12H7orf61	C7orf61
C17H10orf113	NA
C17h6orf52	C6orf52
C18H10orf95	C10orf95
C19H16orf47	NA
C1d	C1D
C1galt1	C1GALT1
C1galt1c1	C1GALT1C1
C1H19orf84	C19orf84
C1H9orf66	DOCK8-AS1
C1qa	C1QA
C1qb	C1QB
C1qbp	C1QBP
C1qc	C1QC
C1ql1	C1QL1
C1ql2	C1QL2
C1ql3	C1QL3
C1ql4	C1QL4
C1qtnf1	C1QTNF1
C1qtnf12	C1QTNF12
C1qtnf2	C1QTNF2
C1qtnf3	C1QTNF3
C1qtnf4	C1QTNF4
C1qtnf5	C1QTNF5
C1qtnf6	C1QTNF6
C1qtnf7	C1QTNF7
C1qtnf9	C1QTNF9B
C1r	C1R
C1rl	C1RL
C1s	C1S
C2	C2
C2cd2	C2CD2
C2cd2l	C2CD2L
C2cd3	C2CD3
C2cd4a	C2CD4A
C2cd4b	C2CD4B
C2cd4c	C2CD4C
C2cd4d	C2CD4D
C2cd5	C2CD5
C2cd6	C2CD6
C2H5orf64	C5orf64
C3	C3
C3ar1	C3AR1
C4a	C4A
C4b	C4B
C4bpa	C4BPA
C4bpb	C4BPB
C5	C5
C5	C5
C5ar1	C5AR1
C5ar2	C5AR2
C6	C6
C7	C7
C7H12orf80	LINC02874
C8a	C8A
C8b	C8B
C8g	C8G
C9	C9
Ca11	CA11
Ca12	CA12
Ca13	CA13
Ca14	CA14
Ca3	CA3
Ca4	CA4
Ca5a	CA5A
Ca5b	CA5B
Ca6	CA6
Ca8	CA8
Ca9	CA9
Caap1	CAAP1
Cab39	CAB39
Cab39l	CAB39L
Cabcoco1	CABCOCO1
Cabin1	CABIN1
Cables1	CABLES1
Cables2	CABLES2
Cabp1	CABP1
Cabp2	CABP2
Cabp4	CABP4
Cabp5	CABP5
Cabp7	CABP7
Cabs1	CABS1
Cabyr	CABYR
Cacfd1	CACFD1
Cachd1	CACHD1
Cacna1a	CACNA1A
Cacna1b	CACNA1B
Cacna1c	CACNA1C
Cacna1d	CACNA1D
Cacna1e	CACNA1E
Cacna1f	CACNA1F
Cacna1g	CACNA1G
Cacna1h	CACNA1H
Cacna1i	CACNA1I
Cacna1s	CACNA1S
Cacna2d1	CACNA2D1
Cacna2d2	CACNA2D2
Cacna2d3	CACNA2D3
Cacna2d4	CACNA2D4
Cacnb1	CACNB1
Cacnb2	CACNB2
Cacnb3	CACNB3
Cacnb4	CACNB4
Cacng1	CACNG1
Cacng2	CACNG2
Cacng3	CACNG3
Cacng4	CACNG4
Cacng5	CACNG5
Cacng6	CACNG6
Cacng7	CACNG7
Cacng8	CACNG8
Cactin	CACTIN
Cacul1	CACUL1
Cacybp	CACYBP
Cad	CAD
Cadm1	CADM1
Cadm2	CADM2
Cadm3	CADM3
Cadm4	CADM4
Cadps	CADPS
Cadps2	CADPS2
Cage1	CAGE1
Calb1	CALB1
Calb2	CALB2
Calca	CALCA
Calca	CALCA
Calca	CALCA
Calca	CALCA
Calcb	CALCB
Calcoco1	CALCOCO1
Calcoco2	CALCOCO2
Calcr	CALCR
Calcrl	CALCRL
Cald1	CALD1
Calhm1	CALHM1
Calhm2	CALHM2
Calhm3	CALHM3
Calhm4	CALHM4
Calhm5	CALHM5
Calhm6	CALHM6
Calm1	CALM1
Calm2	CALM2
Calm3	CALM3
Calml3	CALML3
Calml4	CALML4
Calml5	CALML5
Caln1	CALN1
Calr	CALR
Calr3	CALR3
Calr4	NA
Calu	CALU
Caly	CALY
Camk1	CAMK1
Camk1d	CAMK1D
Camk1g	CAMK1G
Camk2a	CAMK2A
Camk2b	CAMK2B
Camk2d	CAMK2D
Camk2g	CAMK2G
Camk2n1	CAMK2N1
Camk2n2	CAMK2N2
Camk4	CAMK4
Camkk1	CAMKK1
Camkk2	CAMKK2
Camkmt	CAMKMT
Camkv	CAMKV
Camlg	CAMLG
Camp	CAMP
Camsap1	CAMSAP1
Camsap2	CAMSAP2
Camsap3	CAMSAP3
Camta1	CAMTA1
Camta2	CAMTA2
Cand1	CAND1
Cand2	CAND2
Cant1	CANT1
Canx	CANX
Cap1	CAP1
Cap2	CAP2
Capg	CAPG
Capn1	CAPN1
Capn10	CAPN10
Capn11	CAPN11
Capn12	CAPN12
Capn13	CAPN13
Capn15	CAPN15
Capn2	CAPN2
Capn3	CAPN3
Capn5	CAPN5
Capn6	CAPN6
Capn7	CAPN7
Capn8	CAPN8
Capn9	CAPN9
Capns1	CAPNS1
Capns2	CAPNS2
Caprin1	CAPRIN1
Caprin2	CAPRIN2
Caps2	CAPS2
Capsl	CAPSL
Capza1	CAPZA1
Capza2	CAPZA2
Capza3	CAPZA3
Capzb	CAPZB
Car1	CA1
Car10	CA10
Car15	NA
Car2	CA2
Car7	CA7
Card10	CARD10
Card11	CARD11
Card14	CARD14
Card19	CARD19
Card6	CARD6
Card9	CARD9
Carf	CARF
Carhsp1	CARHSP1
Carm1	CARM1
Carmil1	CARMIL1
Carmil2	CARMIL2
Carmil3	CARMIL3
Carmn	CARMN
Carnmt1	CARNMT1
Carns1	CARNS1
Cars	CARS1
Cars2	CARS2
Cartpt	CARTPT
Casc3	CASC3
Casd1	CASD1
Cask	CASK
Caskin1	CASKIN1
Caskin2	CASKIN2
Casp1	CASP1
Casp12	CASP12
Casp14	CASP14
Casp16	CASP16P
Casp2	CASP2
Casp3	CASP3
Casp4	CASP4
Casp6	CASP6
Casp7	CASP7
Casp8	CASP8
Casp8ap2	CASP8AP2
Casp9	CASP9
Casq1	CASQ1
Casq2	CASQ2
Casr	CASR
Cass4	CASS4
Cast	CAST
Castor1	CASTOR1
Castor2	CASTOR2
Casz1	CASZ1
Cat	CAT
Catip	CATIP
Catsper1	CATSPER1
Catsper2	CATSPER2
Catsper3	CATSPER3
Catsper4	CATSPER4
Catsperb	CATSPERB
Catsperd	CATSPERD
Catspere	CATSPERE
Catsperg	CATSPERG
Catsperz	CATSPERZ
Cav1	CAV1
Cav2	CAV2
Cav3	CAV3
Cavin1	CAVIN1
Cavin2	CAVIN2
Cavin3	CAVIN3
Cavin4	CAVIN4
Cbarp	CBARP
Cbfa2t2	CBFA2T2
Cbfa2t3	CBFA2T3
Cbfb	CBFB
Cbl	CBL
Cblb	CBLB
Cblc	CBLC
Cblif	CBLIF
Cbll1	CBLL1
Cbln1	CBLN1
Cbln2	CBLN2
Cbln3	CBLN3
Cbln4	CBLN4
Cbr1	CBR1
Cbr3	CBR3
Cbr4	CBR4
Cbs	CBS
Cbwd1	CBWD1
Cbx1	CBX1
Cbx2	CBX2
Cbx3	CBX3
Cbx4	CBX4
Cbx5	CBX5
Cbx6	CBX6
Cbx7	CBX7
Cbx8	CBX8
Cby1	CBY1
Cby2	CBY2
Cby3	CBY3
Cc2d1a	CC2D1A
Cc2d1b	CC2D1B
Cc2d2a	CC2D2A
Cc2d2b	CC2D2B
Ccar1	CCAR1
Ccar2	CCAR2
Ccbe1	CCBE1
Ccdc102a	CCDC102A
Ccdc103	CCDC103
Ccdc105	CCDC105
Ccdc106	CCDC106
Ccdc107	CCDC107
Ccdc110	CCDC110
Ccdc112	CCDC112
Ccdc113	CCDC113
Ccdc115	CCDC115
Ccdc116	CCDC116
Ccdc117	CCDC117
Ccdc12	CCDC12
Ccdc120	CCDC120
Ccdc121	CCDC121
Ccdc122	CCDC122
Ccdc124	CCDC124
Ccdc125	CCDC125
Ccdc126	CCDC126
Ccdc127	CCDC127
Ccdc13	CCDC13
Ccdc130	CCDC130
Ccdc134	CCDC134
Ccdc136	CCDC136
Ccdc137	CCDC137
Ccdc138	CCDC138
Ccdc14	CCDC14
Ccdc141	CCDC141
Ccdc142	CCDC142
Ccdc144b	NA
Ccdc146	CCDC146
Ccdc148	CCDC148
Ccdc149	CCDC149
Ccdc15	CCDC15
Ccdc150	CCDC150
Ccdc152	CCDC152
Ccdc153	CCDC153
Ccdc154	CCDC154
Ccdc157	CCDC157
Ccdc158	CCDC158
Ccdc159	CCDC159
Ccdc160	CCDC160
Ccdc162	CCDC162P
Ccdc162	CCDC162P
Ccdc162l	NA
Ccdc163	CCDC163
Ccdc166	CCDC166
Ccdc167	CCDC167
Ccdc168	CCDC168
Ccdc169	CCDC169
Ccdc17	CCDC17
Ccdc170	CCDC170
Ccdc170	CCDC170
Ccdc171	CCDC171
Ccdc172	CCDC172
Ccdc173	CCDC173
Ccdc174	CCDC174
Ccdc175	CCDC175
Ccdc177	CCDC177
Ccdc178	CCDC178
Ccdc179	CCDC179
Ccdc18	CCDC18
Ccdc18	CCDC18
Ccdc180	CCDC180
Ccdc181	CCDC181
Ccdc182	CCDC182
Ccdc183	CCDC183
Ccdc184	CCDC184
Ccdc185	CCDC185
Ccdc186	CCDC186
Ccdc187	CCDC187
Ccdc188	CCDC188
Ccdc189	CCDC189
Ccdc190	CCDC190
Ccdc191	CCDC191
Ccdc196	CCDC196
Ccdc198	CCDC198
Ccdc22	CCDC22
Ccdc24	CCDC24
Ccdc25	CCDC25
Ccdc27	CCDC27
Ccdc28a	CCDC28A
Ccdc28b	CCDC28B
Ccdc3	CCDC3
Ccdc30	CCDC30
Ccdc32	CCDC32
Ccdc33	CCDC33
Ccdc34	CCDC34
Ccdc38	CCDC38
Ccdc39	CCDC39
Ccdc40	CCDC40
Ccdc42	CCDC42
Ccdc43	CCDC43
Ccdc47	CCDC47
Ccdc50	CCDC50
Ccdc51	CCDC51
Ccdc54	CCDC54
Ccdc57	CCDC57
Ccdc59	CCDC59
Ccdc6	CCDC6
Ccdc60	CCDC60
Ccdc61	CCDC61
Ccdc62	CCDC62
Ccdc63	CCDC63
Ccdc65	CCDC65
Ccdc66	CCDC66
Ccdc68	CCDC68
Ccdc69	CCDC69
Ccdc7	CCDC7
Ccdc71	CCDC71
Ccdc71l	CCDC71L
Ccdc73	CCDC73
Ccdc74a	CCDC74A
Ccdc77	CCDC77
Ccdc78	CCDC78
Ccdc8	CCDC8
Ccdc80	CCDC80
Ccdc81	CCDC81
Ccdc82	CCDC82
Ccdc83	CCDC83
Ccdc83	CCDC83
Ccdc85a	CCDC85A
Ccdc85b	CCDC85B
Ccdc85c	CCDC85C
Ccdc86	CCDC86
Ccdc87	CCDC87
Ccdc88a	CCDC88A
Ccdc88b	CCDC88B
Ccdc88c	CCDC88C
Ccdc89	CCDC89
Ccdc9	CCDC9
Ccdc90b	CCDC90B
Ccdc91	CCDC91
Ccdc92	CCDC92
Ccdc92b	CCDC92B
Ccdc93	CCDC93
Ccdc96	CCDC96
Ccdc97	CCDC97
Ccer1	CCER1
Ccer2	CCER2
Cchcr1	CCHCR1
Ccin	CCIN
Cck	CCK
Cckar	CCKAR
Cckbr	CCKBR
Ccl1	CCL1
Ccl11	CCL11
Ccl12	CCL13
Ccl17	CCL17
Ccl19	CCL19
Ccl2	CCL2
Ccl20	CCL20
Ccl21	CCL21
Ccl22	CCL22
Ccl24	CCL24
Ccl25	CCL25
Ccl26	CCL26
Ccl27	CCL27
Ccl28	CCL28
Ccl3	CCL3
Ccl4	CCL4
Ccl5	CCL5
Ccl6	CCL23
Ccl7	CCL7
Ccl9	CCL15
Ccm2	CCM2
Ccm2l	CCM2L
Ccn1	CCN1
Ccn2	CCN2
Ccn3	CCN3
Ccn4	CCN4
Ccn5	CCN5
Ccn6	CCN6
Ccna1	CCNA1
Ccna2	CCNA2
Ccnb1	CCNB1
Ccnb1ip1	CCNB1IP1
Ccnb2	CCNB2
Ccnb3	CCNB3
Ccnc	CCNC
Ccnd1	CCND1
Ccnd2	CCND2
Ccnd3	CCND3
Ccndbp1	CCNDBP1
Ccne1	CCNE1
Ccne2	CCNE2
Ccnf	CCNF
Ccng1	CCNG1
Ccng2	CCNG2
Ccnh	CCNH
Ccni	CCNI
Ccnj	CCNJ
Ccnjl	CCNJL
Ccnk	CCNK
Ccnl1	CCNL1
Ccnl2	CCNL2
Ccno	CCNO
Ccnq	CCNQ
Ccnt1	CCNT1
Ccnt2	CCNT2
Ccny	CCNY
Ccnyl1	CCNYL1
Ccp110	CCP110
Ccpg1	CCPG1
Ccpg1os	C15orf65
Ccr1	CCR1
Ccr10	CCR10
Ccr1l1	CCR1
Ccr2	CCR2
Ccr3	CCR3
Ccr4	CCR4
Ccr5	CCR5
Ccr6	CCR6
Ccr7	CCR7
Ccr8	CCR8
Ccr9	CCR9
Ccrl2	CCRL2
Ccs	CCS
Ccsap	CCSAP
Ccser1	CCSER1
Ccser2	CCSER2
Cct2	CCT2
Cct3	CCT3
Cct4	CCT4
Cct5	CCT5
Cct6a	CCT6A
Cct6b	CCT6B
Cct7	CCT7
Cct8	CCT8
Cct8l1	CCT8
Ccz1b	CCZ1B
Cd101	CD101
Cd109	CD109
Cd14	CD14
Cd151	CD151
Cd160	CD160
Cd163	CD163
Cd164	CD164
Cd164l2	CD164L2
Cd177	CD177
Cd180	CD180
Cd19	CD19
Cd1d1	CD1D
Cd2	CD2
Cd200	CD200
Cd200r1	CD200R1
Cd200r1l	CD200R1L
Cd207	CD207
Cd209	CD209
Cd209a	CD209
Cd209a	CLEC4M
Cd209c	CD209
Cd209c	CLEC4M
Cd209e	CD209
Cd209e	CLEC4M
Cd209f	CD209
Cd209f	CLEC4M
Cd22	CD22
Cd226	CD226
Cd24	CD24
Cd244	CD244
Cd247	CD247
Cd248	CD248
Cd27	CD27
Cd274	CD274
Cd276	CD276
Cd28	CD28
Cd2ap	CD2AP
Cd2bp2	CD2BP2
Cd300a	CD300A
Cd300c	CD300C
Cd300c2	CD300A
Cd300c2	CD300C
Cd300c2	CD300H
Cd300e	CD300E
